RH,RH2,RH3,RH4
97.30625240633768,99.29238985500984,99.37541453674793,100.0
98.9701962105264,100.0,96.5148480332524,96.33391487567972
94.06568656037688,91.53095034855502,89.5635658302583,87.4692835708669
84.67636196942577,81.77072113177395,77.63601886602495,76.8277737488089
76.49260227929088,71.22331945270048,69.32774165342435,66.55287602903579
66.4125307144651,63.85759826769839,62.979183762090216,63.6077462021006
61.53422214776973,62.83053865043505,60.979337821196985,65.71572216061557
68.65750006590562,70.27466566800369,71.71617675033927,71.31219384256151
72.76083479531293,72.3821454586687,78.6566604075649,81.93033430073045
82.94499022858213,87.83954856055519,85.96361383898548,90.3487487260536
87.81206757613876,90.23833155970352,90.03905987786717,87.82111664379839
87.57481926517312,85.42976729540838,84.29543405253868,82.57385678176557
82.65823256553585,83.81121420197132,83.1601494685603,83.66702550392047
80.68496157378863,81.03536856942593,82.36115265000899,82.5813177679976
82.12263375107676,84.20557922420124,83.70135247385072,84.7756027874233
87.56073896539513,85.86379848340253,89.4134142098357,88.67425964594229
90.33349314229145,93.35727852605557,93.43537707709147,95.5667455752928
94.6068178457834,96.76665788456386,96.23880140417717,97.8175997341002
98.52094557564295,99.8765206940373,97.79962205183564,100.0
98.86990779895493,100.0,100.0,98.646858057696
99.18711265233549,99.62819544324086,99.10641430423472,99.63632232770593
99.97495196759768,99.84075023274367,97.393461815383,100.0
100.0,100.0,99.9516687058001,96.5889791870313
98.05458472607523,96.89220468895972,92.4867150428172,90.4001522548861
92.41684735946872,90.61460876506194,88.95120957565098,88.85408141073496
87.5773327876932,83.62707491851346,85.44248382739988,84.58946794946296
85.9293280012143,84.64397659075613,84.29938662476205,83.90140209313094
85.21094445318221,86.94148052888775,86.68454724597191,87.38847281016272
88.3373916897621,88.22059398357489,86.81806080924028,91.1366031766701
90.53798660771008,91.17648485449102,92.49144453715871,94.52529318149072
94.91510610501624,97.49902415504856,97.16721740550324,99.84689896594372
99.15965573150751,100.0,99.6826076190886,99.76487529182997
98.27505797318425,100.0,99.39931341865484,99.80238590147948
99.32836609927432,99.53725446180675,99.14967327108776,99.17943211190472
99.56319401507317,98.87467086639022,98.36570079301887,96.6690331926007
95.87648708351632,97.35554809289914,99.24302348764937,97.14675409355196
99.41996207273976,100.0,98.27834866696828,98.30532797395756
97.47002916629994,97.767982128843,96.960077468798,94.75783302805482
95.93662017361292,91.23489962144453,88.85222628004317,86.876584284792
85.45500056822024,81.62694171504693,78.81980239513311,78.07736814205913
74.51604347186048,71.0829921500434,70.68876976324405,67.60184083303199
66.70215980314639,62.84139846736022,65.48248701022183,62.30162031123002
63.25589811192004,62.2962956001438,61.082112875534335,66.17439308203939
68.1909305192138,70.40275416541529,70.54876841061972,71.85470563296089
74.30018339314223,71.96842772305939,78.27062048039535,82.31018958084182
84.44053656329282,87.69495775522637,86.87751837677186,89.62424981075968
89.97563796995126,90.24142742014476,90.6912685459914,85.2630452447637
87.88651954916769,86.00852395907977,84.55768791802525,81.18054860781129
80.91497764508007,81.89607645264165,81.8750817631188,85.50922010441663
83.07225787326048,80.35985472570243,79.6365481673689,79.83408466141991
77.78362624152658,79.68612962217347,78.83321139392348,79.68948923515717
77.85090764544847,77.93591765559229,77.33324175675476,76.03117742946475
76.12821236728837,77.07154355553457,77.60760913105212,74.65203747615168
75.66923674475659,76.378395808929,75.97408618324937,76.75954080673291
77.64674518035262,78.69620623341486,75.18018952922137,79.60991912389156
82.98974156917778,81.59322224739883,82.75840999555541,89.75157358233415
93.6979217383434,99.83372287956024,98.60092150105588,97.48566560166545
100.0,99.85301427638474,100.0,100.0
100.0,100.0,100.0,100.0
98.89260546455333,100.0,98.35410893023428,99.07105241713208
99.68896034662365,99.09244886341136,98.8078350053338,100.0
99.27769870967398,98.34585365778467,99.99207895533908,100.0
98.40881791540195,98.88963810568968,94.28481033227312,100.0
99.07053789358032,98.29447553037622,99.54904254590264,99.5286323909865
99.56395480804068,98.12030929683104,97.90937799703704,98.80043488371304
97.87496412177236,100.0,97.0536041793767,98.60668567989563
99.36661099593624,97.75372074580056,96.44939462007476,96.07043239018638
100.0,97.64624557413508,98.0131736637546,97.60860304149962
98.89909015537496,98.66947380474684,99.20775294122726,98.76172429377486
99.68912318692163,99.39996686532535,98.88081630684415,100.0
97.9157209601864,98.12065498019506,95.7713043623728,97.96496109371812
95.99335373626108,96.42585304594418,97.80219521737408,98.4938801907952
97.61423072755068,100.0,99.06345110469952,99.01185038294048
98.6010050367502,98.86525475620884,98.30230381870344,98.56246117673304
98.35815611985868,98.64942068881498,95.88864992471795,97.51796751144448
97.40856747176372,98.62317136272468,98.04435091146816,96.56830413876608
97.6105873412485,97.46657187105392,94.97634872050403,95.20726276062952
95.47996965924962,95.36494597704858,95.77428053394264,94.17160442615382
91.97685854317248,91.8255546497583,90.7658285521804,88.30231829340299
89.11208358460046,90.0209485222998,88.46344706431626,85.15873714432074
87.14854331156813,83.75694060374443,84.46260648559523,83.28585624589094
82.02727061941808,80.56839382334891,79.61424659930248,80.67870702705063
81.4588889623093,76.13899627766108,81.32988560432779,74.26093763894256
74.35107059686878,70.18819180943426,70.2170480623101,69.82537385797575
71.00036912151909,67.6744566500246,61.7623001408399,61.5412949513409
57.9522128070033,59.25606633474544,56.82658836583519,58.28567346853156
57.27534666715578,59.9567936012086,61.95291627851852,60.923607138723696
63.594856192373086,65.08426179075661,66.53722002005648,69.81073863944864
71.3642422467263,74.0171130809437,75.3630065070565,79.04283951638358
81.07217552256445,83.03899714889195,83.2122486858792,86.19768737496301
88.59532979185926,87.9684692154985,91.04739587876432,90.48231428023928
88.6253719539626,88.02505989491121,88.66349421279975,84.94206531581587
88.1247402008754,85.69241341777798,84.64385527603821,82.27150418453802
82.45786529716962,82.43709450763635,81.6318293531682,80.99541278906251
83.40594331733178,77.95959914702533,83.13790817883002,74.81011057326789
76.09373961320172,71.26911516977965,69.85707150884015,68.71311146449655
69.45764777477658,69.9449537999648,63.04010543153508,63.21788684778684
60.02671176613027,61.42253439595631,58.19530235963008,57.211370855963935
56.101382477091576,57.46283831638408,55.672102313251166,56.897988449166434
57.92031812885954,56.80111155520407,59.18748564639074,61.132043656066
61.28834444573002,60.38983794603671,64.64135838995709,64.18176479298013
67.02224911198309,67.47361020593954,69.08672845386438,70.70625255741761
73.04580082571125,75.49505664011613,79.23213863234342,77.31486983029123
82.90782351897467,82.39403525510393,83.08683932374962,89.97366005957485
93.04644765288045,99.66349504410766,97.79713711781602,99.66354296638278
100.0,100.0,97.47396568065736,98.76543551092902
100.0,100.0,100.0,100.0
99.93013448575196,99.5386769104441,99.02583345670138,98.99995915970185
100.0,99.04946277741271,99.34623492126345,100.0
96.41640289269236,96.89182578101226,93.71604768479666,92.18151547763264
90.68720749996469,87.75603242811883,84.78559003394093,82.9924841634025
77.63792921889815,76.08022519223144,71.64602269009794,68.96857499937204
66.12441417602311,65.2623365086987,63.00504285692293,63.179385292617845
59.5598697886289,59.45814854824155,59.46837429199517,59.59744907560681
60.00887871648159,60.23978817135355,60.31196847775491,66.6487379929266
68.8789865670215,69.33003725610597,71.0263888143384,70.38134508794873
74.2863505963711,74.49013226084169,79.76543043662681,83.29214287557846
85.77806041653207,87.9919599740721,85.36154100072199,88.1393895132398
87.52638226850941,91.29875738846437,88.5201799407264,87.2070149311869
87.01245699185513,85.76407975056242,83.72254888523801,82.8606952009684
83.37592000831434,82.5522932808019,83.16010077269684,82.09037803883533
80.69623209425353,81.82762117793176,82.84243739666654,80.0199907402674
80.9748839122433,79.53675153817886,78.34268852516733,77.11889905186838
79.57271814972367,76.18041300564367,75.98444342530287,74.30667376717635
72.150143219383,73.51562202347654,72.86514095685256,73.98518240463937
72.09423339291793,73.73979215428699,74.50685157943695,75.35271361281977
76.81965511955649,76.19202992275206,75.93296872904611,78.67435770746273
82.48570456835564,82.84142906290224,81.81496152597865,89.21524238896275
93.3562499671847,98.70652988231144,98.38721554747168,100.0
100.0,98.76513728021403,100.0,99.18059120241564
100.0,100.0,100.0,100.0
99.7809293685755,99.93024890376356,100.0,97.80767550439954
98.13659863070738,99.8756968070717,99.29151318236865,98.97391035436924
100.0,97.8879239267727,96.5245880195153,97.34563586052369
97.30037101705446,96.06011978140486,96.8178085491569,94.9730137061734
95.66628477183922,93.39320164849552,93.8529763522617,95.0016407053824
92.12699428739607,92.76065892762148,92.34752823364572,93.64192168513114
89.4182194795238,92.79904014683493,92.29112743199153,88.06155514454062
90.51440815927748,90.33468140353314,86.07785251264617,88.96607683141316
91.8235729313356,91.07558439357231,91.02830052666816,90.7381330329328
86.63347092095908,88.0219431048429,89.8038785353029,86.82950626540908
87.26913009341853,88.42842479140752,88.44347695034084,88.1548118022561
88.68537411455057,84.22978501277923,81.18707737990121,73.4645957988143
70.39009629440919,68.98980040902318,71.08285224914083,66.88294734601911
65.23430057028223,63.41471545021168,65.52591227243593,62.30407684421987
61.04103753578746,58.72604041032553,60.595408302632855,62.46135259658407
61.02533367062966,62.24467937030566,66.31673234127106,67.18289420052504
66.32940466504789,72.18695090606363,70.93443611877741,75.41271483360977
77.51477749261845,79.86083650374916,79.84850851089307,83.9087849450325
83.97106542919724,89.74456232918546,91.27617189792704,94.26717176860905
94.97658099135714,95.99612742844266,98.63189210736232,99.34906078797223
97.79184919964152,100.0,98.15912963194938,98.91104318341418
99.34105798821275,97.00739316969585,95.74433154487927,96.60977182285194
88.77695279915052,88.50345731259218,87.24430884678783,81.81258281818289
82.59682400781784,78.30847414810552,74.6792761983571,69.27323659475847
69.93538441341717,59.20163684871085,56.54963829014343,56.99705618118551
48.32864009290498,45.4346852200328,43.35106288003135,39.46140289495171
40.88456976912188,44.01807980008962,41.785973170452806,43.05970031658228
45.81821884227614,44.173095913136926,44.82363755311399,48.06970986920545
49.57641310371588,50.43850190658191,52.03458756958092,53.76093311150672
55.59584813475032,56.389892782864,60.47303067816792,60.87068107065027
62.66675187421136,66.16235188166574,69.00856901547806,71.87298770223573
73.72026780187475,75.36948218054665,76.54608561236425,78.33564424973606
82.19413103035801,82.82793680955399,83.7078975126461,91.15373210935304
92.50745646031422,99.30413777236014,98.83908238985676,100.0
100.0,100.0,100.0,98.9135776659008
99.1052292768,100.0,98.52930958787,100.0
98.91217102942764,100.0,98.77276945599152,99.66849493239224
98.8905895350949,96.99885248338478,98.23178666433984,100.0
97.74333926679184,96.15590135697953,96.92334433085726,97.80403115887584
96.34459792184144,97.90148473383236,94.74309094331257,95.1509649928862
94.5250789968968,92.36169414144716,94.74652680403236,93.28588216928712
94.79184409999918,92.9503905359178,93.1048686596812,94.49237377105923
92.185385226263,92.41369834498862,90.1745177575971,88.70643637514742
90.76819508544476,89.58823978314105,88.74184729680907,90.49003562611634
91.4415489284036,93.22504897385424,89.57427154691686,89.4433117131116
88.12970326009872,87.20802681037584,89.72423895953092,87.3672839844427
88.39158237171107,89.11156356181276,87.79669254839862,90.10471325006392
89.42664356764756,85.77982810037807,83.03642392355539,72.83945165993767
68.99010712307414,68.13269533604185,69.91008733098849,65.85706653742756
66.18804170262042,64.00773537951434,63.442853831877926,63.353910158953454
60.40819904105576,58.92085240389634,60.72087859530803,62.19193159502189
62.01979243476485,64.5216812020294,65.7640990398838,66.30755058439135
70.40476003123422,71.35660931207322,73.32816781208618,76.67555040091815
79.85344836316641,80.39306688440115,82.7323783509903,84.8603887054194
89.20163015262648,89.8113424647107,92.69029096599874,94.8820440773659
95.6066492045057,98.0306375700088,98.9955098990997,98.68937491667072
100.0,99.72558330985154,99.95384613247344,99.29592100432238
99.86788941784094,98.78371944536622,100.0,98.4722065646418
100.0,100.0,100.0,99.1589024207592
99.0898979800263,100.0,98.1417050272907,98.57313075148254
97.1928223637049,96.16738239929003,92.0525114442076,92.7770797959448
92.82157515782067,88.61234766594079,90.30850812044592,90.722433853564
84.62354994790655,83.62257678649341,85.66762763607159,84.50616226354677
85.50766067030929,84.30662241816725,83.91520867112267,83.56107531572906
85.95151080490257,86.38400931675443,85.0622732274265,86.2932015534302
86.54205597515417,87.28140823497189,88.08764593167867,89.05610304661184
87.64456094030939,87.700939630849,89.09316853585037,89.8428764224683
90.1363058654714,89.10408888747914,91.03333690521984,89.64906951535148
88.4196968950084,87.72009069529742,89.30502479206568,88.31482202426442
86.68212948640557,81.53735130664602,84.62980907245424,81.78772700919504
82.38645212266904,81.62832522039781,82.08170163136707,81.76789103986079
81.83370482635962,76.53547790439414,80.70848845899816,75.08736929748586
75.25270789233552,71.43688784766593,70.07946228115682,71.53809057394992
67.87277586268407,67.3697138843909,61.89176942186744,60.42931481074224
60.014041043522255,59.22511842529847,59.62338961594117,57.30170272403493
58.45264478898928,57.18157582972441,60.23025405100802,60.85345400126254
63.58442188247457,64.74182428290175,65.54484891547267,69.87115109018718
74.21018062442246,76.53935631231849,76.98436264555583,80.77422698422338
84.49345774941948,86.39668038648134,89.54599741856083,92.48008465773457
92.4034579851736,95.2365808511688,98.685441425726,98.4986246309172
98.58847261280675,99.66725287733018,98.49756437503125,100.0
98.552097882634,98.32999494111776,97.36163116203582,98.4263294818543
99.76082694937708,97.76900719611471,99.2560155430686,100.0
98.96943039949332,99.20719319757598,96.87954840696794,97.42068545222732
97.53454032493504,97.81092179425782,99.00067618980738,97.51184274971682
98.84987888516964,99.45895297058895,98.3482076284105,99.06571618171245
99.81211620124932,99.63461349969332,100.0,98.14539911781088
96.6773996244941,95.39173439911004,95.15829151257206,93.816759438763
91.83026323614123,91.30049443097444,90.394977126804,90.47292659847976
89.40321324738068,87.4154965291206,86.75934686165401,86.94396089335535
87.13511135852953,86.03840517836134,86.73348364486662,87.17833487352176
87.4497427400479,85.157282097428,86.82597631222488,89.11977497984013
91.8651717046303,93.20452607431608,91.4719976206852,89.72667149995807
86.7911640366583,87.7320727345632,90.37859589201264,88.10750949236167
89.43442256938559,89.46188794462003,87.21401856882044,87.48233135393417
88.9473325440568,85.11466900840007,82.21470518903958,75.01813349180199
69.97202319878654,69.03141689607496,71.2752871148578,67.02700244404252
64.41076982646673,64.20179672084453,63.096646316538695,62.015052613117966
60.27724580266178,58.034859518349776,59.39931454086853,55.06564424572808
58.18050188296837,56.06487825790434,55.99040934334558,59.098309549595285
58.12943261663773,58.28997420717623,57.90326475317591,60.74349484125737
61.801188867290605,63.64124238136301,62.14346741508552,64.92946686961868
66.26864532692987,68.49833948716251,68.86080519834633,72.18585608755629
72.54334992406567,74.37780217671212,77.9102666409253,78.08657514471261
82.23273549546104,83.5362443089881,83.02406490883186,89.46039189214353
92.97865677894625,99.7062484514311,97.35341074375276,99.33145820991405
100.0,99.8070161796939,100.0,100.0
100.0,100.0,100.0,98.89616187424446
100.0,99.58373466753824,97.82097853309894,98.36755106112996
99.56380973097714,99.4585054860697,96.56600091711503,100.0
97.56121978412206,97.73224346998494,94.5454092748536,92.40523403811012
92.97401004103769,90.06592597926635,89.55303967770523,87.72708342739577
86.50762836766218,85.27822263811049,84.01433217969908,82.37708040498198
82.8173777047654,79.3355564813856,79.64599454548933,78.1470451806488
78.6227817420884,74.92415734554491,75.8636295593933,75.41492081394838
78.01061429536888,77.51452311992988,75.14778747403128,79.10168356583272
81.68823490741006,82.36207035006002,82.83091871265619,90.28064048616774
92.28803277398184,100.0,97.48740294126888,100.0
100.0,98.06809073265944,100.0,98.91477630055614
100.0,99.37263507615056,98.72180528257294,98.34973144533156
100.0,100.0,98.44214792314526,99.71920927987333
99.52722485332676,97.6197049049914,96.75323704800908,98.76351898974116
98.73570242633971,98.00833831998172,97.24233893577856,96.13858845322908
95.19371908779532,93.60099572283868,92.78165427992592,92.7262610146563
91.0312764044356,89.95545339297888,88.61321840384355,88.2225242290529
86.98631409359257,87.10559011229643,86.6362015535996,86.70569535391331
84.55197176926605,87.82043463469319,85.86268791653467,87.488932582719
86.14380630115873,88.16116692864985,88.05284430511095,89.52462470905205
89.78306846469144,92.7007787526782,91.45303568316118,89.73081442719153
87.1803404433513,87.8979765014087,89.90850825860913,90.06953107344145
86.99232728449375,88.15028903853374,88.96876882027485,88.36061674288797
87.13998005666987,86.74270607807003,81.97719412589144,75.14565507464108
69.59106395767712,68.61946514950866,69.01134908894286,66.89582456831685
65.97849591332556,64.74517221182481,62.95995955468424,62.65619298717747
63.496852522428895,60.61287882593839,60.21022141280604,59.83779351664643
60.21336477076032,61.76233621018792,61.750428319680935,64.83179787714667
63.95848023175937,65.60407771478974,70.37593453962798,71.5802806979947
73.28651395950787,76.08734897010437,78.71750304573325,81.22832809786574
83.13643777822895,87.60434292594286,88.3234325784599,91.42595670140116
94.02396010794006,95.10258070131222,97.97497458940246,98.48924842222011
100.0,100.0,100.0,100.0
99.05827231654068,99.43837776226373,99.07575374922187,95.9972689234752
100.0,100.0,98.02855014201276,100.0
100.0,99.578772326428,99.59018490643236,98.90174059283169
97.1344842678088,97.46559995314712,91.42909278781048,89.99491881464853
93.0817689543117,88.82725211674648,89.52437270775063,89.92065486516992
85.35334476996196,84.08666973151196,85.95805724631296,85.1672769389198
85.5300673900311,84.85654635370796,85.62942935665264,85.50032624167815
84.49748331499278,85.25887922600478,86.64410683851095,85.39542693024809
87.96416149254223,87.77437631526428,89.17997559557519,88.5636358167651
88.56438756614025,88.19985335993883,86.65615285892439,89.73200263685257
88.93267583288191,89.28817518306155,90.84597397869015,88.6470754740871
88.2689979640621,88.6140809768397,90.159032848345,86.52986625288983
88.04973282082528,83.33136796125191,85.2776817313714,82.97155040752342
81.80720705892725,82.40075533692759,80.40725044464494,80.11696012548397
82.93738773135036,79.39052953959583,78.67876675699233,72.58689799058423
74.83061659991307,70.94990485073484,70.81984006256755,71.56096593815168
68.02640598146023,68.81201954392482,63.76530661348963,61.94075367566038
58.48936553283343,61.18549432798231,55.41743497550605,54.63436575166217
54.50692805452611,52.626883541406826,51.56983769872677,50.78046630958431
51.20303122750741,52.13044312560412,53.4042413517926,51.35236022123751
54.24520823243026,53.98518366801544,53.407657928731375,56.21359250249591
57.85587466394286,57.93035775533897,59.39169832979711,61.59015620165837
61.76974572760252,64.54820878035054,62.17799641387773,67.17001262124775
69.65646968923534,68.55593727512792,71.87502565153468,72.16207746456072
70.78294379843238,73.76065036029132,80.44511007402535,82.07149152504036
84.40649994804534,87.11532627520576,86.96706020590872,89.45180241151589
87.21785231951378,88.53133288848076,89.96909751951,87.16992127876236
87.14486792004116,86.26908216111296,84.56341430484001,82.0110797979209
85.05908716902734,83.047166357757,83.58211710736026,83.35449582366982
80.4268738867544,79.72091467540895,83.7135294906611,81.25292397623289
82.99870858187585,81.115878566801,84.4600587220521,85.5325622966102
85.67815075402868,83.74709486402267,85.78104849266208,84.8943482290121
84.64423274322596,89.40718260116529,86.58021410084689,88.645218394568
88.26326682365274,89.85266781222107,90.30277260013688,91.01928815651414
89.81456921297215,89.90794393748851,90.11332476111478,88.73330996255636
86.47747699934204,88.06253304701993,89.02523013609371,88.18041982885245
88.43985316647348,83.13721005633842,86.33414634769242,82.70865378570943
82.22768118103883,79.64309154775626,81.77525663806392,83.05146877015858
81.41054964166949,77.5886881312229,82.43955910075003,74.22895389488271
72.95141835641104,69.88772169050777,71.96267048107052,70.25994508201521
68.67009088674261,66.54604895360994,63.57875780863794,60.56877064281409
59.866564965032765,59.59058465764665,59.31348640191952,58.57167166102292
59.11389378161633,57.99001071036477,61.447433057999696,62.67914929302837
63.83677967871815,67.77281414045261,69.43382820004496,72.79635098959264
73.84875713134181,79.67498711600156,79.2657715535134,82.66212250377102
85.9392842518065,88.19699691464513,90.83257457655957,90.00575630033956
94.29574474050052,95.09977190154456,99.2084350303111,98.98023434576837
100.0,99.6654977638383,97.09361060281428,98.9113695004196
98.38947334751091,100.0,98.68434327008224,99.31714576886225
99.02179826595815,96.26745491088568,99.00863831953292,99.02308910934352
98.09184919239895,98.4029017375924,97.26166826150454,97.60127341796576
98.3565353567653,97.06008986098792,96.78449187400564,99.30246073026343
98.32044745317486,98.67790169716584,100.0,99.33110556953926
95.27369728849756,97.99829803122871,98.47079314861266,100.0
99.07276083109674,97.84793160730946,97.82424282920806,97.1794649492795
98.6198936987406,96.081022638817,97.26293517288676,99.72916058376111
97.37553433400385,97.48708496570065,97.92540115504052,98.34598186475104
100.0,98.74933876798892,100.0,98.3238222975243
98.84081299525664,99.85743501562088,98.42535285858098,99.29618787437518
98.59619319065418,98.5313634305698,98.86840660591469,100.0
99.91585971284827,97.91596549442023,95.49061685524202,95.74244632228884
88.95923781183451,88.23219318861236,85.82799416337424,86.06465585839712
82.6812932045379,75.851289896228,77.2336630614257,69.53664271417459
69.08231443164715,57.60854814288197,58.85027242036125,55.46844247510997
47.09496473154294,44.94562094491307,42.27768582049,39.51647623772188
40.2230533949329,44.00764720355196,40.11852061387024,42.26991680593833
41.85530688595778,41.693718381285855,40.15154620281574,40.89161400798966
40.56563413448792,40.340242997589634,40.13770709603097,39.87933434559989
41.59075841489904,40.910619699025865,42.62912889106601,42.68666637643634
45.40351430220943,45.45327719215309,49.41558068117658,49.84757521901983
54.514706251584094,57.98393337134132,61.048755453316986,66.92923930178294
69.25377972032337,70.64657825340488,70.99576837445294,70.99551571382722
73.32229350470236,72.79602498689145,79.44528564787038,82.88225509247918
84.98508989857937,87.29205735920092,87.49961369114486,88.38094931478362
87.47319688102094,90.6793880926884,88.95366611920653,88.10257762849588
85.70262045910704,85.7856786273006,83.46944864971019,80.23323153229846
82.63644765106564,84.99003478445204,82.80582515498435,81.8504827574862
80.4716796823181,82.39522938209612,81.21076166438102,82.93552997101312
82.48791153694481,81.61298282749847,83.32089130400823,84.93443398798219
85.3704025864799,83.94577943921243,84.96456708998285,88.19735429612604
89.75804289543764,90.04942068810394,90.49089227994128,90.6881596555964
92.0254554408436,93.4215192511885,92.57393626363552,94.1321570356746
96.39366700893687,96.7929582154575,98.4119789983839,98.13588592452298
98.98352637839211,98.69999746216897,98.3820617547268,99.54810240676072
96.8899740913408,98.06762443948064,98.79694587609148,100.0
98.83937696228482,99.72437485915712,97.00529408649656,97.21650183139022
98.79009847370564,99.012913563784,97.93080758298822,97.09356518015024
98.14896516922552,94.91428541451612,97.23148541780292,96.4088609907524
99.36481842987033,99.73480419400894,99.6053758347712,98.81553161753776
100.0,99.35510152431678,97.23792966580598,95.48013473909158
94.77381960479508,92.23683156203512,91.81907379088382,89.56099220435448
88.26052076754969,87.83733174071534,85.92839559651382,82.91844177363126
82.48882851813168,80.60534917175204,79.27809257244546,77.77110041166179
76.26891552974219,76.8831770313787,76.3636068125204,76.77570354898172
73.76490265222624,77.38793591229006,75.72489610522628,76.08561609969966
82.78298354749006,82.05844335816923,81.71669002477489,91.3663787101539
92.42357697048374,96.99828726306124,97.3948517108351,100.0
100.0,99.00218300999713,99.16235758131496,99.1887360535145
100.0,100.0,98.07694437815616,100.0
100.0,100.0,98.25813010566272,98.69559261665404
99.12340874180408,99.30796315445023,97.6995905592532,98.86661597113245
96.6578859389153,97.48992327673253,98.67856474772968,96.89059034692104
97.83767233188502,98.7529358163972,96.98440624153324,96.87439383479013
97.9130441959152,98.0005749988855,97.853563480142,98.72194267852406
97.3965222297407,98.21617018807694,96.81671604683564,98.0708125558744
98.774384952336,96.51633269250296,99.3627409193135,98.97765085442155
98.27835448656955,99.53940268505072,99.50093129564672,97.53844747595691
97.97967820279842,97.87602279044606,97.80386060433663,100.0
100.0,98.79071510240776,99.8266475186767,98.77931073934644
99.56867752914616,97.8298151891972,98.9574336432088,99.19690345635992
98.45889763461577,99.37197450938702,97.34543663818876,95.2196129809521
97.80402444809047,97.27918855580047,98.10624063255004,99.42337297582417
99.19156380517748,99.46380593717916,100.0,99.31758280025043
97.4574580259866,99.46234184373246,98.27798121519253,96.42182937579813
95.83143064657108,94.39575648104774,94.50614405197751,91.72286455629605
91.46715763146734,88.4548297261852,87.95264121882528,86.83846970445182
83.98005778065667,83.10654213950475,81.3846375068414,79.33270555015174
78.82936415017917,79.66310081344803,77.54057979538926,77.58349789550056
76.99581384821482,77.19580920591463,76.10692682605267,76.83230953759302
80.90870753833906,83.91942307419555,83.07411122042087,91.21888162759726
92.86214332006637,98.84008766345124,98.09050493334657,99.93852400299612
98.31064732122547,99.32034159366285,99.68126859104866,99.98307793881636
100.0,100.0,100.0,99.5104341314525
98.85110925824492,98.6355013298464,97.71495480663204,97.57046169972644
98.21668247754276,97.27648319052592,99.2061295852099,98.26054013115126
99.0032001689698,98.03343883615108,98.16570983375864,99.32796639898888
97.43979534786772,96.71274722505451,98.21003577568946,97.79418732753126
97.69607781550172,97.32006566293984,97.3231388177517,95.22853604026167
