SM,SM2,SM3,SM4
99.73893596150464,100.0,100.0,99.4277355513546
98.89894350796128,100.0,100.0,100.0
99.6110098655658,99.14850113929172,92.95357553351975,77.34157931651343
51.947897720718736,51.58219253189152,52.67295331735789,53.63904916053336
55.3125187126627,56.58612079053999,57.26978995262056,57.64749244116853
57.94592585171914,59.74984143587427,61.9943933051938,59.22276941608496
58.9319980174297,61.24872631192761,60.320092673424185,59.52240395276526
58.52330584865073,59.08487739760398,59.17270317598249,58.92477153223432
57.54680448538184,57.43070874073659,56.978300031353335,55.60847069192501
54.56452564187709,52.305935184425,50.73841570238962,51.513728468499565
46.60323598459262,45.15751580743996,44.9296290327023,41.49817521131938
57.96521612460613,69.67690413891171,96.92900874498702,99.95115888527592
99.18609663993524,100.0,100.0,100.0
100.0,100.0,99.7028633326184,100.0
98.52741813163357,98.48144318318384,99.40785955642193,100.0
100.0,100.0,100.0,98.68470329994376
100.0,100.0,98.80633985216652,99.25648446665694
98.65198564768312,98.33269847691672,97.80986236700534,98.15655239138322
97.35399159493554,96.61338403897165,98.99212173164828,97.0977054259567
96.6633355155597,97.71920317262006,97.64776794460742,95.06430552783776
97.31138406149957,96.13406572074386,95.94905093419663,93.92274629361016
97.53004149344392,96.118083250907,94.54364467332898,96.32920635119837
96.7270596222934,97.97091425800164,97.06936968086336,96.54468787618757
99.6127045068084,98.676832312186,97.78598703350384,98.66751323252798
99.33731792153831,100.0,100.0,98.97853703493286
100.0,100.0,97.69408075194474,100.0
100.0,97.78713414013798,90.79027171817587,78.96670367888596
55.06249625346032,56.06276886128496,59.28280166483292,58.01189174196458
60.74426619647436,60.617881909649874,62.3848443712647,61.04139209082467
62.87185752859271,60.35852112599622,58.8607146148308,59.84643779965545
57.25891142534596,58.366553993033,56.26501077063687,54.36785835099426
52.95017023482191,50.32490602308839,50.44413944201162,49.737422326774976
48.36017581303445,47.80191449372706,48.345823803343855,45.47617846192679
45.043620507966914,44.95094344910473,46.99676626374108,46.24340021813644
45.34006440696381,46.70779768059066,45.76564733480527,57.04927303518333
94.8939837051867,96.32043869026388,99.28694971759872,100.0
100.0,99.30466450886244,100.0,99.84770389883718
100.0,99.67495047681815,100.0,98.95036776595131
100.0,100.0,99.84261138916952,99.33671056044128
98.87701444680263,98.26283424632254,98.13956705383772,98.33168333748124
97.96706349964336,99.35098890162604,95.69535984062618,92.57726892544098
91.91890828558556,88.98254015802222,88.22023086566753,87.72513396415975
85.45016257849437,80.02752730949875,79.03537161746209,78.71976144358368
72.99628954914877,70.8450914583928,68.4090118131194,68.01527627086934
64.37503664655895,61.03658408821651,59.77799915122659,56.73639611091375
54.61855754596152,52.25047220646661,49.46444041985137,51.26992359831836
48.59314624990899,47.84995610335065,45.2346479887135,39.6684692131389
57.03712534289559,69.40247875566632,95.3434231888569,100.0
100.0,100.0,99.21510919764378,100.0
99.52005371254984,99.68769068682973,100.0,99.32504517462876
99.62833304161708,99.77016233711076,100.0,100.0
100.0,98.26023400118903,98.97768650141494,99.7214263684446
99.54222502114617,99.61455948808428,98.78042787249404,99.06357719727144
96.08250298677336,94.12628738117373,94.47044104161051,90.54424677002572
87.05555924819338,87.06112971069693,84.9759450219373,80.29756416074373
80.67893735324087,75.71704648156967,74.05973064572399,71.4594294266687
69.62489342935133,66.15406698084531,64.01587290371953,59.58826285217195
58.33425559749064,55.9212926846163,54.77106418475589,49.873352203518834
47.24057334729496,46.55056966333183,45.32763310954907,44.812928311892726
49.401203977561806,98.4954517480174,98.29900977832008,99.2421463623184
99.75618209209064,100.0,98.86144106951429,98.88768477478104
98.3214050491287,99.8486608334807,100.0,100.0
100.0,97.7700713326216,99.34365162513176,100.0
100.0,97.9967058465099,94.30644143530604,88.90190423034164
89.6641331732401,88.71738477403305,83.54881323226378,78.90236059501302
78.83634207460419,77.51494895500753,71.95424404286968,71.96267155213364
69.08756680392234,68.02786582305146,64.73387449114571,63.07439730540207
59.8039052947897,58.68697984677995,56.760024900974926,56.61880117017461
52.701715532199856,52.060780810678935,50.29876640293537,48.731517597693504
48.788228626100434,46.791241083807584,46.58533591992185,45.3446204113371
44.95551250345492,44.91946494902774,47.17415870797951,58.19937846523521
93.42681637819172,99.21580256375576,99.92111334038094,99.05199890386808
99.7232915735889,99.86041968408315,99.47053409774726,100.0
98.72449995713508,100.0,99.72488134120908,99.07830420899622
99.10630638294776,100.0,98.669810327985,97.2265815657256
99.4239737825879,99.89088956800666,98.27429073730798,98.2180472759158
97.7145946109572,97.68975210426458,97.68064177874578,97.53795280146332
97.11599330600384,96.3443005016964,97.5231705756733,97.03117426203612
94.71570957334012,95.69903761419984,95.33149888422147,96.25765800476589
98.37904039944414,94.0201624458396,95.03169411174066,95.49961301228976
96.52954614422478,96.42871673801626,95.49772364199988,92.8879547866309
97.33872969066172,96.7220211313346,92.19425846651792,96.4250888084703
96.52135128492424,93.85730354292352,97.06874569970904,99.30332074565884
97.66955450739556,100.0,98.66282170826742,100.0
98.90915921994188,100.0,100.0,100.0
100.0,100.0,99.25862732191068,99.96062954479385
98.9349629180612,97.3501255858766,89.01283449548066,78.6569025023836
56.987150212316685,56.40271355709007,56.92067917383117,58.05100353604799
62.28318149268829,61.751708271651424,63.1169488450022,64.44555662379558
66.63205714256623,68.92524379864597,70.87511740961263,70.2679166296671
72.52636227114955,74.28662085066779,75.75952810929195,78.94832027507303
80.74401210406423,83.49086833938273,85.2959379651147,84.91269128591723
89.82631804975506,89.76558576923587,93.3694888452968,93.836415289042
96.95345143149795,96.04815527074464,98.87848027707332,99.78526703969862
99.72388555858004,100.0,98.82053253519004,99.64794972994726
99.43429095542004,99.70982438928586,98.8341673262557,100.0
100.0,98.13101293577826,100.0,99.57685312057822
100.0,99.01208524781516,98.9691265625939,100.0
99.18261968040312,98.58420907035712,99.4968114499996,87.95617733808722
85.43890608358105,85.55024751366075,86.070644363514,90.0904319103525
91.47905758780364,93.78404408782652,96.65191261209506,97.95190703035554
100.0,100.0,99.05322219311152,100.0
100.0,97.85878526354703,96.9786901233635,95.81432463206824
93.95633897542176,91.65651820552192,89.31687583115831,89.00641426601783
87.03322634882153,84.85173705682236,82.75245950809061,82.77554512237363
81.58365564099287,78.95588075426295,78.19538527697594,79.51658501369718
79.94259733680587,81.78772647716806,81.29931576569297,82.62017001268565
86.54706992364376,88.40738362645168,95.83421184042888,98.1612536550256
99.64333338334798,98.96157633035688,99.93069867953814,100.0
100.0,98.36368050425187,100.0,100.0
99.14134885532827,98.31515022461578,93.8893313943872,77.17030140635869
52.69538854863264,49.90171429700071,52.88901254888869,52.43768586238399
54.89052114086344,56.08609764632915,57.71909745530674,60.5280006960642
57.52217540901695,58.909156808238,58.77059194236638,61.253356406510925
58.7873871577575,56.73551715003952,58.79172372308953,58.53750082374992
57.04646767843269,55.88078858554584,56.51588154933861,53.30934430541404
51.62285934453624,50.528185165464976,49.3810687350192,50.404931981912114
47.06737520380288,47.62162882455464,46.153932141736746,46.17981342690274
47.09656548533845,46.09627998686065,47.39803828931185,56.93326402537252
92.92986003457756,98.15177107804108,99.25739536500954,100.0
99.86676049196495,99.16572461645976,100.0,99.7829503036452
100.0,100.0,100.0,99.11681289227484
100.0,100.0,98.20881101870074,100.0
99.3937003095058,98.07180567311056,99.27263347130618,97.56996756102068
98.23083361391798,96.5662128189744,95.45644358513452,95.16065148758484
93.01678696611198,92.82827095946648,90.82547622602068,88.97730959917018
89.5113097787603,88.12524535236997,86.38172558607081,86.97899949818546
86.33794175456369,84.22470219789668,83.04279642858761,81.13575659232683
79.7290267397952,80.59647790041004,80.53783493844374,78.32162825222152
79.35625887383003,78.27320411509129,77.27528909688778,78.45272971197029
79.86342105822584,81.1256660841351,80.31501412049786,84.67106880881069
86.03224587645671,89.74318695466886,92.50378724785357,97.90481041155198
98.89385879412148,100.0,100.0,98.93564670277706
99.26402218029732,100.0,100.0,100.0
99.7962005519467,98.58530364589151,90.75810963094328,76.61836272052372
53.66368915206127,51.98764150204208,49.933016581476544,52.3906808472097
52.46879482566255,55.95118717627879,61.75499805195004,65.96375317658212
67.69170316824734,70.01428349177526,70.94386246840448,74.29994745371184
74.55513511773049,75.7291225643577,74.50284179404784,76.01866002583407
76.97426930959843,74.25954261837752,76.15854611361996,74.41225912558427
75.16966712128641,75.84822907496522,75.88970751099951,76.39145030258302
74.84613443599122,76.73747666882771,78.7735318220176,77.94713330454766
82.03237331736892,80.72459743497936,83.02178985971754,84.65924103705098
86.76801676836668,88.78675483472865,94.0637695859158,98.4429385504313
99.53755398579914,99.62942116496814,100.0,99.56224979515922
97.95153628790082,99.03469449765254,99.44213212904069,98.68904764503466
100.0,99.89980010825296,91.15441655283016,76.18983129437261
53.3182208518413,52.60340732048997,52.06448213046136,55.302338643813926
54.03621150350991,57.23984598097697,56.70400550042089,59.30964167837547
58.35424125515273,56.95042171361966,59.28277435735103,57.64791703007991
57.07770785296352,56.39636789014249,56.61220586483913,55.54964246552611
54.4479040466556,49.113599518919706,53.51938704044927,50.52190457962375
47.258043675588254,46.35531248589983,44.23140949917613,41.72008545398253
42.673925054090766,40.215571108371485,40.042293114049805,39.36769248874424
36.72689279499647,36.25090770247667,36.42555833650562,42.41346697064464
40.165582798268346,46.41500148803652,62.779430350775286,100.0
99.85159320634862,99.69603742212442,98.59301727229224,99.14213487321244
100.0,98.02103135700295,97.6201213404562,96.23849392158893
97.72843893575488,96.29431847040858,98.069151342371,97.82124140117212
97.421059463222,97.3749810252256,96.5936088283344,93.50852089168794
89.11083736754803,89.2148952516278,87.92681348025451,87.44506486485187
86.78891929718112,84.79380379450382,84.40312708347568,81.95964343826941
79.88773892508429,78.09972509093863,76.69193020873526,74.79058671381135
71.52032181802623,70.80980907272617,68.30774785977277,66.51309919293925
63.80131342479893,63.49780612873168,60.859009268712825,59.1698021804044
55.32045402001312,53.8157931858257,54.430510311514034,51.108746450375925
48.83059350643359,45.24365998951668,47.07442256576478,42.38437381613906
49.87220323379773,98.76861699638036,98.5830001039366,99.03961918252898
99.09757292858149,98.49108005341166,95.99704766091736,98.16155069401049
99.2452753922051,98.59181971957692,100.0,100.0
99.91540917220811,100.0,99.76552983171467,100.0
100.0,97.74060040220776,93.5121260950888,89.45370581875052
88.37758152164383,87.31431549790976,87.88006196751049,83.66377352722198
85.60549930486918,83.13204899007238,82.60988062418636,82.39038672245061
82.91309902764677,80.74204777002295,82.99897448320168,82.2126545716149
82.86991938600835,83.42641351924738,83.43058317718413,85.85190230765538
88.08841227853382,86.50494031716894,90.30931594951464,90.10094035633009
91.18117226447964,92.83114796156129,95.371230614759,94.66330588982554
97.46730201447924,98.02861908739878,96.6857081915,96.5517931577757
98.00475537338284,97.17503969706532,98.29541958585746,99.54935357887248
99.30221613740925,99.07819312037752,100.0,100.0
97.95365683425348,98.39790433948124,100.0,100.0
100.0,95.67809611466454,91.1194402827383,79.30020251399974
55.72055072433463,55.29571695706702,57.23049897871313,58.88054433816669
61.28185096987001,61.92195520654993,62.62692127468734,63.60788100293142
62.990458655662806,61.65399007404906,60.77517956674045,60.663474710999296
61.93936110229583,58.59801508353273,59.14364293909529,58.62094198972925
57.603345290968605,55.53565444883001,55.98906292100311,53.92303755521903
52.35302644464495,51.65672302989103,49.7965503774201,48.92306378141716
48.76866948026191,48.73802891047672,45.19558001730897,44.71727866809285
45.6611374801328,46.9605384484742,44.54152656186288,58.55985010078773
93.02360909671182,97.3032920832511,98.72201231016128,98.5801031963544
99.93759319859532,100.0,97.88457524878048,100.0
98.67491675987914,100.0,98.75933980803008,100.0
98.70895053049128,100.0,98.06793046432176,98.85123833732771
100.0,99.44699714699854,97.49656353901254,99.18139510248204
98.43258140241156,95.33947441172484,95.83379368530854,98.27732474367154
97.78841562341285,97.42073826357796,97.46892364479652,97.24518055013642
98.31360652307788,99.42983537890366,99.43208381275416,98.5829177778025
96.708485468864,100.0,97.60302393267108,98.17027312551784
97.62178912772931,96.32719645333876,98.96723116591473,97.71864692102989
97.64075057285088,98.81085878955838,99.20797646736328,98.296937112321
98.46893752882816,100.0,99.25660440598438,100.0
99.33945188512716,99.74428615146712,100.0,100.0
100.0,100.0,100.0,98.906597409004
100.0,100.0,98.97216320618814,100.0
100.0,98.77891684969144,95.19564279342188,87.97542590544359
85.56055879439164,86.32768099602696,86.34242175202415,89.66619066513292
92.19749856356816,92.65172550424406,94.8781265200879,93.2727005398526
94.40983337326612,89.6705185060581,92.84048555710736,92.2330339274482
88.42182162583855,86.42789034143271,85.31999863064287,80.52680306173849
79.89093479606414,79.54574981886195,75.84682549716875,73.02837609031648
68.58082975856874,67.13544880958223,63.60824571789995,60.93635043438925
58.21317061827579,56.505565464940325,53.60350450562967,49.281464008720725
49.60772639375285,45.88052597783755,46.57874109916911,43.71702371018949
49.59415377927258,98.2337687214132,98.093181113919,99.6719841567117
98.9865215352842,99.98701009916095,99.72459032303506,99.93985892320744
100.0,100.0,99.23437525417393,100.0
98.56700771441994,100.0,98.84235518631657,100.0
99.67845407458816,97.27049994676037,91.68484222821876,89.88164545062631
87.86437656574148,88.5193400967998,83.6390303554678,82.68248177719397
79.80857668480402,77.5888392448886,73.86365843022244,71.34820455212483
68.5504170250207,66.09863154827008,62.01837143669504,61.41571542442303
58.15233175803909,57.01476360956697,53.77180405830074,51.92707342689312
50.48377899014739,49.965957411505634,48.5370124319367,46.95145361692269
45.908718349420646,50.37413317267146,52.23615230659001,52.1799180415086
48.88108372597653,47.55899234456295,44.74300189282744,41.40788268131437
56.59071670870539,71.75702179829817,97.66870868443873,100.0
100.0,98.93404649130458,100.0,99.74764012763546
100.0,99.10357908408228,99.82125194967416,100.0
100.0,99.8807405616999,100.0,99.23945026328929
99.17972043604102,97.64431878562746,99.29027447818292,100.0
100.0,98.61367336120696,97.0159707033588,94.90647687529044
93.71778306987936,91.03688976854372,89.45653541618856,85.35815221975024
83.20621864572914,80.24666691812054,76.4579448157591,74.15517870225698
70.81031919610888,67.28048015068586,64.69634504128733,62.30494635807099
58.60912816179821,56.433395573315,54.86898535169298,52.6766318510593
48.51922463840228,47.74590463436972,44.963090611268846,45.00177326364628
45.175203101390096,46.4431713779303,47.861704529234494,57.78550307692396
95.57610843472624,97.11939822501748,96.88041371533453,99.89664929041471
100.0,100.0,99.8733736595288,100.0
100.0,99.26061493943224,100.0,98.0524008827382
99.66659063153482,98.6458807096651,100.0,98.41338276466796
98.93242697841872,99.39543821923716,96.16231540927468,98.2214812821966
97.54297862856892,98.23649941380069,94.42000923724171,93.3674801470357
90.07068909703194,86.3593422960905,83.62914361433742,82.82011879363692
78.96666681244415,73.07311765841209,72.14713209512834,68.86835068188714
65.79395934359741,63.752488921448375,60.5633227829516,56.77240825780093
52.161907867907686,52.58030288951787,47.64633455680701,46.8552037482448
41.74139411019643,40.86193321126213,41.54579086356193,40.122930595306265
39.48931194104436,36.67642535607085,35.4693138585883,41.28184096507635
43.38315832717928,44.3506745844467,62.83103724596168,99.21099045970104
100.0,100.0,100.0,99.20012296825072
99.37017648605406,99.1967272906744,96.51035139016616,98.25804633134298
97.6759170904144,97.53685294916563,97.21475739634076,97.63370691140108
95.49128407111786,95.3480426401984,95.38043544994696,93.33053580021624
90.94888670746244,90.24742005070812,87.06484499660145,86.78440915423418
82.65662950024864,79.94339568195909,77.4816353169429,74.94827673916812
70.59795773340575,68.84009870615196,63.42780802043642,61.917761021595744
59.69470354561763,58.07123262914956,53.6596939336382,51.223728945447256
48.82578800270172,45.96690189878184,44.18895542498425,40.53995217638291
41.76162247422615,41.79400819488765,38.87197335828306,39.41690426422364
36.98554407477173,36.13185390270314,38.63429338619969,39.862936014586
42.31238466335666,44.02673890843401,62.90617103363816,100.0
97.05174878508484,100.0,99.69538619209604,100.0
100.0,99.62951692148978,98.0656050957431,99.87213857253772
98.69296081918576,99.09378468877738,98.42795506309736,95.71288839774913
97.21325609498238,95.51253483963764,95.6717177972111,94.1974652029935
90.23131946920704,90.26104327252472,89.23562919480159,87.0018449082994
85.37906441732967,84.23772281788517,84.0996661425352,81.74796996574894
80.62449646929305,78.64770096766634,75.60208717387448,72.91816062597664
71.64606021135762,70.40973361643452,68.22542693887112,65.53298296590125
64.30735220978269,63.507082375453685,59.60319873078322,57.50240417553989
56.03225812466002,54.499786603274096,53.71040494976639,51.07687461318595
48.96046706826489,44.95396586814074,46.717662079974495,42.476317481021226
47.94242563453116,98.676022453928,97.8182457517808,98.68951162550312
99.6901265097252,100.0,99.71594367465352,100.0
100.0,100.0,100.0,99.48593399706397
98.43009925319542,100.0,98.60715326457496,100.0
99.7885997355058,97.12956823746715,95.0943305323517,89.71476684889188
87.6359420575346,89.0289551414806,85.41165237711101,82.20334819573176
79.38629790102578,75.35435432758818,73.79346806858133,70.023554886407
68.2894533425848,63.77489895499915,60.98996791388686,57.88107431111865
57.684006591863714,56.06682569582727,52.59314869125149,49.87870129872941
49.04511607220172,44.70327185938074,45.53163838627507,43.11471150374842
44.855633409121374,40.80280717033971,41.56672231298492,40.45494452910151
38.84679408910447,36.37145819775655,35.02338589286925,42.89341081486352
41.61621210319645,44.22048109235527,62.33606815458576,100.0
99.32797926724498,99.89951238443469,99.01707679408683,99.06023735159631
99.8935617102128,98.7939332268263,97.69339758122524,97.8251444311636
97.81388097965662,98.35422143851018,97.53337927802956,96.52618213859684
96.8913683399838,96.0318344538896,95.17237107357028,93.83166075529896
90.28262335898826,89.09263942308958,89.03148967990995,83.76990651622059
83.0812380639257,79.0112483995509,77.93779180432479,75.86461631565497
71.95847987175353,70.70911960777008,67.75512624004493,66.47101673859103
64.4319518830691,59.07276231140037,58.81518628646178,58.46246490449111
55.60623422177247,53.412725212493406,51.2336244284177,50.16159921995651
50.62684935095776,51.51470450395495,49.51325039073408,52.17731496351454
47.68906126960636,47.31916893092119,45.757732207413326,41.53648113474072
58.08396074237992,71.60861645668383,95.31299299132752,99.83618814317776
99.02451293140597,99.94035870531968,100.0,100.0
97.58606521053495,100.0,100.0,98.21706481227096
100.0,99.8929916387045,98.1392364084467,97.42284368542325
100.0,100.0,99.19967388372648,100.0
100.0,100.0,97.20020615262142,96.23630357735776
94.40773441273706,91.93247913676852,91.98247450356676,91.04335787426724
88.61073463913013,88.32566621975569,88.01339890846906,85.22448060774944
83.5654895746632,83.01482266106018,82.73532653499205,80.4984689396715
78.96505123642756,80.41314907912232,81.38030314596313,79.68177931625772
79.6790279383668,78.49170957037347,79.21152258844944,79.18721487371808
79.57383407498754,79.81559442043955,81.70368608958388,83.90919379386361
86.04197638865077,87.8306672203869,95.20761671647897,97.92238005027204
100.0,99.01759938089997,99.0831524061699,99.79832997455644
100.0,100.0,100.0,98.47985771272388
99.30257062956028,96.97118769450444,93.07782963600933,76.4734652593361
54.41268165965296,50.07014164298443,54.17955208222281,52.26722602110422
54.37965788912267,57.13766028717881,58.28260910419814,59.72174464504211
61.4504374004914,62.744044425832215,62.7562302243599,64.00564343434033
66.70555122345769,65.87818223733905,67.5732946161156,67.97046909192616
69.67836942958422,69.33431075123282,70.26551538634729,70.3882034023222
72.40564085783873,72.30738790806255,74.0919347024625,74.6840868213072
76.41535114175986,77.97308475906958,78.21961444402162,78.54359271422967
79.21112850539832,80.84060897175664,80.04525760024077,85.67213818316279
86.77124649662485,88.45232105048571,92.04818082653806,97.33076241455656
100.0,99.4918325618487,100.0,100.0
99.502963655445,100.0,100.0,99.8178716326363
100.0,98.0875172098418,91.31079098739151,75.86874312741107
53.83260451825401,51.08014991232877,51.99640639643556,51.42161059961632
55.48709486061347,57.14841178386048,57.05484933726427,59.43041624472093
59.685176746812274,61.49025960391945,61.981412007948535,62.66076097015327
63.84134105329407,62.67063166359142,63.65203086657098,66.57242296980195
65.02884428212671,66.10684989146817,66.57446334185806,64.97236176797514
64.97559254711896,61.85902333007858,63.17456351633356,62.88698421844144
59.5196377320881,56.26058936088808,52.33971486393404,50.92414149678509
50.03164442401479,46.68319970815247,47.49272841545002,43.23075519855016
50.19079617601224,99.70242329414644,98.1110645448395,97.31001333277348
99.6344618183197,99.39848007216462,99.08930149837094,100.0
99.47089552020824,100.0,98.08824028813886,100.0
100.0,99.1599941355216,98.83438495034449,100.0
99.96974420223528,97.24643027211964,94.37928343287862,90.4135058871426
89.45529843497935,88.48873160531541,86.65498418065137,84.59567689590723
81.24790323481065,79.835304630844,77.34060742810036,76.50700188167885
72.83171787084761,71.34037875665084,70.56372844126174,67.62629880275853
67.13143735927983,64.42658086429287,62.81373547565488,59.4351333487756
58.741795187072,57.38513502757089,56.14963436521035,56.41900682059475
53.51016296645356,51.92710059718706,49.49588592188487,50.26525779409952
47.70156517507039,46.89879822688074,46.7707842558761,42.27341873299129
57.61785612847469,68.39999989132676,96.2414801561788,99.50028010353252
98.6088660426396,98.9209091210958,99.71377156505022,98.32982293351655
99.0985913393284,97.87772941680664,99.86971111537576,100.0
100.0,100.0,99.41117354071224,100.0
100.0,100.0,99.55502330537296,98.78718842965212
97.92342014897666,100.0,99.48854516539224,99.46053640663354
96.77018298092533,93.84827350344436,92.95196564717898,91.2843870601972
89.28400376691,88.09329930902152,84.24607888179295,82.39724803281867
