Light,Light2,Light3,Light4
64.83816455424474,65.30622821786565,66.89065534157433,83.5888115161244
84.30534456185609,84.12282382989646,79.36761586426304,80.95228945089949
83.74900870693492,85.92772570517795,83.97857033287757,77.21833602670695
86.6538888598983,91.98148049819528,99.87202247779634,97.9489688295058
100.0,98.99506186645324,98.7485167925069,100.0
98.78344661688487,92.53271603146028,84.31167843519111,70.38432307537707
66.13113828381746,40.67434887801977,37.45765103455002,27.11450436595591
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,3.0,4.0
7.0,13.74997001460833,22.34759312825613,23.134277280939127
28.99241801824632,38.1794482140516,38.90998445058786,39.86099620069799
43.56013267990486,88.82927995810874,96.1132994825174,96.13272573420112
95.55887551002893,94.8652906548655,97.57164604209072,98.15951993528276
100.0,100.0,100.0,97.78356376403084
80.11842223125866,61.53544229785429,45.42622898091877,39.52089916081334
40.79946019050325,39.11008466427376,36.73062167066073,37.83633925004666
38.79844799494026,40.87038911926863,33.79125029145493,26.2198056480495
18.29948773088769,14.972068685655405,16.388878357423486,2.0
3.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,13.957652638847454,17.046867000953014,45.6061332979675
45.97374734695111,57.811991406194814,71.81639183773727,93.23764525392394
95.62817723749048,93.034196427054,87.84047131994575,88.39542879629536
94.18558927950022,97.32432681573157,99.24115826628716,98.61729721885682
100.0,100.0,100.0,100.0
100.0,98.98546157106958,97.42041597047822,99.53680708616147
80.58961722607273,60.36208835004937,45.98755257570883,38.14997678119828
42.416434569122565,39.998561591581016,35.467249006495656,37.35646741310447
41.0486579712234,39.46431422435184,30.673841899340847,24.88345539225744
17.42436072217705,15.67467029751888,15.091558540517196,2.0
3.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,15.168240350589397,20.196532165161592,47.903018252466325
47.78126657182349,59.343465740289815,70.55723418866363,94.51838668333971
94.56660064262968,94.176081046834,89.68722759580551,85.96072332612313
94.15209797685742,97.73592982180443,100.0,100.0
99.7586729596793,98.7628760043842,100.0,99.01941611501772
78.26450451637923,69.94679300190886,60.081312144531545,55.4030951147716
64.73742999602689,75.25220879259925,73.34128668482509,75.10471954468329
68.44632261857112,61.9250355332937,56.26283470623774,66.89946184135121
65.30906802293846,66.32925994762792,36.669879621459785,18.825094472932044
17.125165748240807,5.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,3.0,4.0,7.0
9.49703298162465,21.139104820989324,21.71073578591339,26.748921685210068
34.8796291978291,53.84759379105419,63.29446541466336,64.03787696417636
65.03439235032432,66.82793979410374,67.6326100398793,85.46628736482212
83.70739121324257,83.09589274443908,78.62186540333026,81.47800256363857
80.7791869923713,81.10627446723515,73.40778600398932,72.08934666015335
74.85783795754011,74.6468496638191,68.92213618776324,68.02792367247483
50.15544048496395,53.91946146544376,52.26614010189092,41.569148841076434
31.69198065785423,23.386044178088408,22.863278267911305,18.39068161885235
6.0,2.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,8.865213230716604,19.919217492269414
30.788602721620823,32.90312256968705,31.242589220037672,34.957902900557045
34.11654556807535,55.332772425555525,56.20049588667418,62.43613759218572
61.19785114583523,61.14912605640325,73.32025494860898,80.84715945559287
100.0,99.77629301264588,99.01408075949682,99.7842792482341
81.28377011909676,78.78972062381767,74.69602126679283,71.0139685155306
73.80508858989411,73.04626693189024,70.65770620086613,67.01757308378384
51.70937910791886,54.637784893208334,54.14613888465955,41.58743472863019
29.55044726192315,22.213016190354207,21.14777361366743,16.503820882644277
6.0,2.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,8.497518363789125,19.26750997804996
31.540542371929916,32.766366913984776,31.74335079410586,33.64724559018733
34.71853303103056,55.63954562047629,56.53478688459569,61.93140489905522
60.49837143766972,63.52026466882303,72.83609719477869,80.29549171602878
100.0,100.0,99.05704852714229,99.9659702078164
80.27136036549078,79.05998017980583,74.96074640592589,73.10412994255552
75.27359301695415,73.72161457235414,69.69378512807995,67.65716013118961
49.39239665906566,55.27961960317242,53.47588482843958,41.53524768986348
31.50160709778345,23.133190822431303,20.944512279065023,16.922243229882643
6.0,2.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,10.76457704639935,19.541957889530178
31.444438448490693,32.11180596007392,32.433447071154504,34.99383778154824
34.31157935641397,57.05016670147667,56.70334091647156,61.17782680543437
60.93845318968106,61.57442778039444,72.92518675964723,80.33214967239373
100.0,100.0,100.0,97.7400479749142
88.0104486338277,87.40241609820845,88.43681857823665,89.32111094861284
90.55538104208016,90.4118776163144,85.97011021635714,81.92809618645612
77.69138305731222,46.09583342980763,43.67583390863663,45.62836961089314
44.41287824836357,29.81566393468935,13.69991881483359,11.0299349369418
9.048617277763936,8.0,2.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,8.0,7.0,24.35828258533786
22.69915192019824,24.88755052229605,35.95689488613887,40.73106908392121
43.67111145474876,46.22624071606486,60.15447554226108,69.27290778188717
69.05183228194863,82.32282605282577,80.38243166938884,80.76013852689502
78.54078314555206,84.28775287728489,90.03658430672395,90.93450282535592
80.16046422538605,81.28732647031573,73.66161181757516,70.4149312920919
75.39174686422518,77.1484399026871,69.33503146139277,66.1320389399494
52.54473390761279,56.07064828074152,55.193150881701214,39.95733213994562
30.91920157896308,23.055677439810115,21.880119893081364,18.56979091790107
6.0,2.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,10.289493061938384,18.93491638886681
30.99356988072146,30.32016903764237,31.57806296062509,33.63502595249932
33.64257593262331,54.73599433294996,54.70735064878103,59.55001619783723
59.7409984151126,62.978673804154354,73.405703807462,81.74585386299039
100.0,100.0,97.59468176667812,100.0
99.0455256643229,100.0,98.81074665381888,98.06773229470323
98.21746218730328,82.87986202233434,82.41960946238098,77.21050229019899
75.26251225441037,77.93991674163162,75.4080644241597,74.89456416784729
72.2736591154714,69.8779134695165,69.90265402398225,70.53586352647869
61.54396010071837,48.12273556557765,31.919940824959998,26.56320117354632
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,3.0,8.0,8.0
97.33526452307964,97.42301001855586,95.9650841546328,94.41765242415832
91.17581480254525,93.25490047827311,95.86660145455733,96.65281397508802
97.07352448763052,95.90261547591072,96.34303326880512,98.87668945979226
98.62101467525191,95.44487694746536,91.14131116733242,91.69655610340676
79.70606567082652,68.83830436137347,59.69186920003833,55.74372536347648
63.59751239298845,74.39662440191891,74.13347467369142,74.32983716305607
67.7904151760694,62.488648099329424,59.09750940430448,66.68089175985382
66.65181868543264,68.11211707576146,35.16764708406028,16.838122450696147
17.815330679574476,5.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,3.0,4.0,7.0
9.75494392803361,22.12978864991703,21.509905526329128,25.21108525114903
33.25489805584609,55.32344648088931,63.8604174374672,64.2155464961709
66.20977176363161,66.32689223550359,68.89166216136746,82.57155078693093
82.83637792014686,81.44285013028028,80.04734037349861,80.78760379001383
82.6510670137262,79.06057138540433,73.63095792755851,71.04853968908033
75.67466469906513,75.26877897328123,70.02982629054617,65.66688913919624
51.18919261036479,53.1142693997123,52.51295045684267,41.833664052534864
29.24739184265382,23.365392248890807,22.504774749444167,17.292397680519866
6.0,2.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,11.124683488321468,17.937881274656547
31.665515973634783,32.9941920754932,32.036271307014005,32.61463984212692
35.52015557316402,55.02741093331274,58.09959444532984,60.500664673959584
61.32468800494682,61.0956609211646,73.7916991259373,82.06167248605456
99.27828510541596,100.0,99.34913252814928,99.0388204193126
79.51248578685986,68.58412771859467,60.24532372630094,54.876271030848194
65.4422037699532,76.30091815334902,75.61912351594516,75.49836178386404
67.70202360621926,62.66198772640911,57.41951469673916,66.4437939923969
67.41933298747696,66.8640017963312,34.113808812525946,20.10753716465426
16.300754914879494,5.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,3.0,4.0,7.0
9.058630230469776,22.829617932981897,21.953627628521964,25.943012297635835
36.20297079996813,57.70859280274938,62.05018009482636,62.64284669404975
66.1724098957593,66.47435318158938,67.53144484215088,82.51356034101602
84.90884884197921,84.93255017562664,79.44399839329623,81.6282179986586
79.65620430355438,68.9319494363025,58.9014082165112,54.35984940343504
65.08011561294295,75.78649975936193,74.09202201579146,75.19154297299185
68.84337982641253,61.87050772783259,57.291915884905286,65.86513887715762
65.92069072944152,66.02190950671165,36.443477517384,19.360702170978083
15.117234545776208,5.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,3.0,4.0,7.0
8.956158351942406,25.386768968221865,21.19364679006016,28.189418923400304
33.015144723740995,54.03161905412166,62.80091623112284,64.74349736089654
65.35970296685689,66.11241031873575,68.43282201430513,83.99863489685139
82.85038051357306,84.80309246324052,79.98708921347713,80.9978009377887
87.27223206278518,86.95792011906634,88.20745688079191,91.99349235059782
91.11317632517222,88.14135702869089,86.71464873933294,82.43193211664531
79.45038772425882,42.00134802430479,43.34453432824936,43.99388929382802
43.35351837391114,30.94753357357881,12.90886841609954,13.599326956161294
10.949149191270624,8.0,2.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,8.0,7.0,25.350710024706608
24.82726429104317,25.133531691947187,33.42562168410483,38.94332034300884
43.83527008699322,45.70898779869359,60.26671848777028,69.08553701288322
70.45678317505272,82.25853989125574,82.1023592529959,83.42037160325512
80.90068882948293,83.20758391606535,88.3693096100192,90.9251867334318
99.92620731368008,99.97861183357313,99.40590782282705,100.0
100.0,99.17134690252604,97.99334159353502,99.7687026233022
99.34582097724902,90.90545504223616,86.39478331743652,88.58581703713546
85.303027074256,69.96458565511085,25.748913753272436,14.223555965599951
7.0,2.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
2.0,4.0,16.876303143013832,21.41856499532968
21.96732936134457,26.801333025960915,39.66530946932147,42.55785814786796
51.79026627213792,86.77614473593684,86.07943966339067,84.98745468134987
82.48687350518621,77.81026720715941,71.84317961227119,73.39380670937435
77.51526057543997,83.60121734094412,83.60696572994304,81.59886193953098
84.96084193912802,83.10808612950176,84.67462650462683,75.52293334756686
87.1723101420875,89.14554922460599,99.95471917236938,99.238333267655
100.0,99.51860003425678,99.14474855117734,99.98789152031291
99.95207740242056,96.83718407844992,84.20668961166389,71.16394100746818
64.75804253894937,38.07152439445634,37.5266551872098,26.392133891949577
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,3.0,4.0
7.0,12.886786840134215,19.450435394299557,22.619513869005544
29.66822843524348,36.86236192056416,40.00218343405796,42.23821239852201
43.87856919871231,89.36837339708894,97.15338982347777,96.74772798548528
98.24653619490196,95.23818702204976,95.59863570818943,98.03325740193378
98.72167411666142,98.49362138342956,100.0,99.80538529171716
97.23100467748988,84.91748832861185,84.27969845214682,77.02724657208213
77.78180608336942,76.57253730741198,75.98344357789637,71.7725638735807
70.10924576451235,71.00761312353974,68.15408709548775,70.577411231587
61.37453777853601,49.31911806398175,31.594499211908417,28.077879923234924
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,3.0,8.0,8.0
96.55987892194727,96.84202495183987,92.86107986770462,93.82979676643389
92.98296067337418,93.91799514385022,94.99434670554528,97.43578597326696
99.45690077045884,93.76050389301804,96.84624560992155,98.96270263985733
98.08394992755348,94.82348406677274,91.04964554603866,91.38461012174686
87.43137261514572,87.5107139724004,89.60269886822724,93.16285037858944
92.04016809124312,90.85770220601547,88.29850707425463,82.58868034679972
80.12714959420826,44.941043836016846,44.074119774564814,43.66807033044324
42.81251146483465,31.45608677655806,11.686216760868977,10.89652787744146
9.707817911068144,8.0,2.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,8.0,7.0,25.83122226540569
25.77671590297896,26.752956493774665,33.16027642820635,41.0187951115681
44.51319540715291,45.71928003123137,60.92376062977586,68.11033433548762
69.15145185977545,80.9503323946274,82.3195311048593,82.29001753129066
79.9636512368246,83.88889735512936,89.54730908840807,90.96180165289634
86.39827767210315,86.36606190452935,86.88167405169038,90.77465955536164
90.57132461835688,91.03559137035964,85.91480847652747,83.49768645082388
77.76133546367993,42.7454379787942,43.747240022533234,43.185927946891525
44.41572994831642,30.864388246460624,14.359875867691002,12.156393908131454
13.10520489561561,8.0,2.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,8.0,7.0,25.666097497258605
25.32257935280466,25.716366757328508,35.062637075084794,39.46907164559965
44.53254200740334,45.46920186658861,58.66122307440442,71.35739526591884
69.4471396578215,82.4129504650262,82.04728737431533,81.97386867611499
79.19841471679015,83.15213969135297,90.65363030991315,91.38800193393794
86.91542639882199,88.06832459677493,90.10620755145553,92.04638556206186
91.3953593469158,88.37971656448194,86.86669995720656,83.77158428969173
78.12871858271296,42.60234991969319,46.15526906956176,44.07044591728444
42.35055200186538,30.79509493337245,14.080690542137036,12.931734746434543
10.790146385286608,8.0,2.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,8.0,7.0,24.100368479678924
24.71758814093004,25.47335371692293,35.01480466667456,39.950340856361485
41.835791765222034,46.73062138994917,59.47569466061504,67.18019468731129
69.18163391658771,81.25204501744538,82.08437749006487,81.7333904287142
77.4662417633129,85.19212213431406,91.35269437796966,88.12369721856271
84.38666841552893,83.29299339444002,83.66197129702637,77.85068454036254
87.05924148398628,87.55739584571158,98.63810572663894,98.14733098327162
100.0,98.27568806535685,99.67792991769878,99.97994354068372
100.0,94.16547619914438,83.6126737039452,72.28744962408256
64.36837959859344,38.821933973837695,34.60554459446822,26.523079760821204
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,3.0,4.0
7.0,13.4326647967912,21.239258621958225,23.368978460578237
29.384547755929056,38.79235610662609,38.85463294417157,42.59819448865752
43.02636421358012,87.25101071692424,96.37955283133527,95.19203395787446
95.17258136035112,95.23167486909942,98.8707212018731,96.6935748950352
80.46633753744328,80.73620185499581,74.25862821937405,67.97468354842435
74.59980990170477,73.74625863941779,70.3038021062968,68.1407303496065
52.50386764600427,53.92959771648052,55.22445136624406,42.49018810231317
32.112746704353334,23.46360312333358,20.345163082292725,17.590618738606267
6.0,2.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,10.197767678345317,18.230354442250828
32.83424618113899,33.27616138982288,31.80364975668241,34.13158259052983
33.87873979959929,54.20678555227982,56.2082789639929,61.46316207004501
59.4283102301085,61.60259096465956,72.52981300342898,82.53134981228197
97.65184550547008,100.0,100.0,99.58519655242844
99.09676847065636,100.0,99.73594145157638,98.3138018342152
98.08264810132468,83.0259842056496,82.88842219629893,79.54595752327083
77.08708553832966,77.23507341438078,77.02367499687708,74.65954825258675
71.00650535927126,68.53914294783634,70.6662152204526,68.7053193356422
61.83568271250476,49.36762860034715,32.208410709958194,26.537401190895025
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,3.0,8.0,8.0
97.83469355048804,97.48061901809872,94.72630912312744,93.67408126889411
91.34123382179284,91.9935896850409,94.07329283541996,95.58007509867006
96.8331409898044,96.527135578432,97.83755989852656,98.06668025138632
96.95414297944328,97.5249252764762,89.55627525702742,91.80651940027772
80.81698772623955,67.87935697271352,60.52134273803837,55.9915835614168
64.55155912278019,75.8096394547392,74.58900580042936,74.01115593733826
67.86565389144513,62.46608379262327,55.93992771510175,67.9126306217343
65.6471331056944,67.70695826804096,34.23562038349659,18.941448015740864
15.576172766286184,5.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,3.0,4.0,7.0
10.521172664967624,23.949521120907058,20.80200937194157,26.374512108918623
35.519971479736434,54.24246735234941,63.88180015669518,65.72673681948268
66.29676230361812,66.90256479706743,66.83638734923761,85.54551700150574
84.71352352054133,79.36703349725511,79.17247378221707,82.24531256679816
99.06176698237364,98.89763535510728,99.16107408065275,97.55321971322242
78.24223439252098,59.946192098677294,47.18018749456765,40.63479472109107
39.3431432140229,38.39195585521932,36.62486208991788,38.52273058009667
40.8316641187997,39.3831293605429,30.55701750797322,26.007808355708843
15.650886916864051,13.77029621988528,14.729388995975723,2.0
3.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,15.391091846490522,17.94998447151318,44.7730496909622
49.01980899629119,56.61287540294433,70.14611531979821,92.59750028989926
93.98635518252274,93.52041288779168,89.62160626628885,89.22151618804993
95.61326263384146,98.0638918051188,99.06086736367604,100.0
99.44139695194106,99.71055333700144,99.19984527868657,100.0
79.18330020526594,67.91636729373752,60.33500103380931,54.73827261955585
65.71480485549074,74.71410211869609,73.92463215593139,75.0789618442584
68.01434380385183,62.18955005330776,56.43986352334546,67.23741766273052
67.30599310938253,66.34990594388724,34.39248843656373,20.01771168344429
16.526942219965026,5.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,3.0,4.0,7.0
9.680085028909543,23.68981559419306,21.54043200120995,26.641221298044663
35.339172080974336,55.986235004342525,64.16257269735402,62.02416671007487
65.44747060763555,65.10173033734894,65.78844392730547,86.59122717246478
83.39037342116461,82.30197452085892,81.70052054184404,79.96224249677864
84.47676403092368,85.85167511997793,84.8654336863031,76.82756306637249
87.93202049212806,89.48306441750125,97.5822582191754,99.7540918786958
100.0,100.0,100.0,100.0
99.4703337087002,93.741871027731,86.2972869382929,72.3822356070412
65.60279177464982,38.88691709763463,39.090531108903775,26.55756635617968
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,3.0,4.0
7.0,13.082943257330315,21.44383480483439,24.313375843041992
29.655537400226,37.939097511153854,36.23643159971862,40.73876756612609
42.495567363510574,88.35268291869966,96.84874437040251,96.3222636489939
95.85918339593614,96.2881964369696,96.156158885726,96.1248558260212
100.0,99.89815333522158,99.18577018698808,100.0
